05/20/2022,Porter Ranch Subway IN CO ID,Meals & Entertainment,19.12
05/23/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,2476.82
05/23/2022,SUBWAY CARD PROG DES,Meals & Entertainment,73.57
05/24/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,822.85
05/24/2022,anet kesisoglu CO ID,Meals & Entertainment,56.68
05/25/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,723.63
05/25/2022,Online Banking transfer from CHK ,Meals & Entertainment,515.0
05/25/2022,Online Banking transfer from CHK ,Meals & Entertainment,460.0
05/25/2022,Online Banking transfer from CHK ,Meals & Entertainment,50.0
05/26/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,1026.11
05/27/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,1043.2
05/27/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,133.73
05/31/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,3505.54
05/31/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,11.69
06/01/2022,Deposit,Meals & Entertainment,2116.0
06/01/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,864.06
06/01/2022,EZCATER INC DES,Food Purchases,240.88
06/01/2022,anet kesisoglu CO ID,Meals & Entertainment,65.51
06/02/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,1266.5
06/02/2022,Online Banking transfer from CHK ,Meals & Entertainment,165.0
06/03/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,836.33
06/03/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,204.19
06/03/2022,Porter Ranch Subway IN CO ID,Meals & Entertainment,43.21
06/06/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,2917.87
06/06/2022,Online Banking transfer from CHK ,Meals & Entertainment,150.0
06/07/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,916.06
06/07/2022,Online Banking transfer from CHK ,Meals & Entertainment,500.0
06/07/2022,anet kesisoglu CO ID,Meals & Entertainment,83.92
06/08/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,1315.85
06/09/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,974.4
06/10/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,906.09
06/10/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,222.52
06/10/2022,Porter Ranch Subway IN CO ID,Meals & Entertainment,48.28
06/13/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,2627.27
06/13/2022,Online Banking transfer from CHK ,Meals & Entertainment,250.0
06/13/2022, REFUND MISSION VIEJO CA DEBIT CARD ,Meals & Entertainment,81.88
06/14/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,1050.35
06/14/2022,anet kesisoglu CO ID,Meals & Entertainment,164.61
06/15/2022,Deposit,Meals & Entertainment,3030.0
06/15/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,799.42
06/15/2022,SUBWAY CO ID,Meals & Entertainment,218.37
06/16/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,754.17
06/17/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,964.9
06/17/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,224.58
06/17/2022,Porter Ranch Subway IN CO ID,Meals & Entertainment,48.74
06/21/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,3494.79
06/21/2022,Online Banking transfer from CHK ,Meals & Entertainment,507.0
06/21/2022,Online Banking transfer from CHK ,Meals & Entertainment,500.0
06/22/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,1105.73
06/22/2022,anet kesisoglu CO ID,Meals & Entertainment,79.66
06/23/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,1027.1
06/24/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,1173.46
06/24/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,140.9
06/27/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,3050.46
06/27/2022,Online Banking transfer from CHK ,Meals & Entertainment,90.0
06/28/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,782.82
